"LAND SQUARE FEET","TAX CLASS AT TIME OF SALE","COMMERCIAL UNITS","BLOCK","ZIP CODE","RESIDENTIAL UNITS","TOTAL UNITS","BUILDING CLASS CATEGORY","BUILDING CLASS AT PRESENT","NEIGHBORHOOD","SALE PRICE"
-0.0721525300910913,-0.624811711742519,-0.24151206480613,0.527209933743249,0.146258658840413,-0.120030875541534,-0.134492167953976,2,11,35,2
-0.00677301732658689,0.649274160489372,-0.000460626020408604,-0.881137278113854,0.205286287721024,0.00131442727351636,0.00127493077969798,10,24,3,2
-0.00677301732658689,0.649274160489372,-0.000460626020408604,0.0568200834235749,0.205286287721024,0.00131442727351636,0.00127493077969798,10,24,5,2
-0.116073086968945,-0.624811711742519,-0.24151206480613,1.11331568724156,0.0872310299598012,-0.120030875541534,-0.134492167953976,2,11,10,3
-0.0935574100789335,-0.624811711742519,-0.24151206480613,1.2647812190445,0.0282034010791898,-0.224181400531743,-0.237402954192556,1,2,7,3
-0.122614446503945,-0.624811711742519,-0.24151206480613,0.364455045532641,0.205286287721024,-0.120030875541534,-0.134492167953976,2,12,35,3
-0.117536517808312,-0.624811711742519,-0.24151206480613,-0.981800706082264,0.264313916601635,-0.120030875541534,-0.134492167953976,2,10,17,3
-0.148145143556989,-0.624811711742519,-0.24151206480613,1.48868678779666,0.44139680324347,-0.328331925521952,-0.340313740431136,5,88,28,3
-0.128891330586047,-0.624811711742519,-0.24151206480613,-0.0146791738250154,-0.089851856682033,-0.224181400531743,-0.237402954192556,1,5,20,3
-0.128891330586047,-0.624811711742519,-0.24151206480613,-0.392872613482033,0.500424432124081,-0.015880350551325,-0.0315813817153958,3,14,30,3
-0.00677301732658689,0.649274160489372,-0.000460626020408604,-1.11068752506985,-0.207907114443256,0.00131442727351636,0.00127493077969798,9,19,4,1
-0.128891330586047,-0.624811711742519,-0.24151206480613,1.12742738275115,0.0872310299598012,-0.328331925521952,-0.340313740431136,5,88,10,3
-0.00677301732658689,0.649274160489372,-0.000460626020408604,1.41812831024871,-0.0308242278014216,0.00131442727351636,0.00127493077969798,10,24,28,2
-0.128891330586047,-0.624811711742519,-0.24151206480613,0.182884563309247,0.323341545482247,-0.224181400531743,-0.237402954192556,1,1,26,3
-0.00677301732658689,-0.624811711742519,-0.000460626020408604,1.06909904131151,0.0872310299598012,-0.224181400531743,-0.237402954192556,4,72,10,3
-0.00677301732658689,0.649274160489372,-0.000460626020408604,1.47175275318515,0.44139680324347,0.00131442727351636,0.00127493077969798,10,24,28,2
-0.127568953321559,-0.624811711742519,-0.24151206480613,-0.454023294023591,0.500424432124081,-0.224181400531743,-0.237402954192556,1,1,6,3
-0.11122437033249,-0.624811711742519,-0.24151206480613,0.768049537106921,0.146258658840413,-0.224181400531743,-0.237402954192556,1,2,33,2
-0.00677301732658689,0.649274160489372,-0.000460626020408604,1.4632857358794,0.44139680324347,0.00131442727351636,0.00127493077969798,10,24,13,2
-0.00677301732658689,0.649274160489372,-0.000460626020408604,1.35697762970715,-0.0308242278014216,0.00131442727351636,0.00127493077969798,9,19,28,2
-0.137848232590844,-0.624811711742519,-0.24151206480613,0.148075714385592,0.205286287721024,-0.224181400531743,-0.237402954192556,1,5,26,2
-0.0821673339074787,-0.624811711742519,-0.24151206480613,-0.451200954921673,0.500424432124081,-0.120030875541534,-0.134492167953976,2,10,6,3
-0.134180839643998,-0.624811711742519,-0.24151206480613,-0.882078057814494,0.205286287721024,-0.120030875541534,-0.134492167953976,2,11,3,2
-0.137707179015966,-0.624811711742519,-0.24151206480613,0.333409315411543,0.323341545482247,-0.120030875541534,-0.134492167953976,2,10,5,3
-0.00677301732658689,0.649274160489372,-0.000460626020408604,-0.322314135934082,-0.089851856682033,-0.224181400531743,-0.237402954192556,12,73,24,2
-0.139911141123445,0.649274160489372,2.19453425114677,-1.90094247360691,-0.562072887726924,0.50487227439972,0.688794121954664,7,20,22,2
-0.128891330586047,-0.624811711742519,-0.24151206480613,-0.23858474257718,-0.207907114443256,-0.328331925521952,-0.340313740431136,5,88,24,2
-0.00677301732658689,0.649274160489372,-0.000460626020408604,1.53102187432543,0.44139680324347,0.00131442727351636,0.00127493077969798,10,24,28,3
-0.00677301732658689,-0.624811711742519,-0.000460626020408604,1.15282843466841,0.0872310299598012,0.00131442727351636,0.00127493077969798,1,8,31,2
-0.127568953321559,-0.624811711742519,-0.24151206480613,1.2647812190445,0.0282034010791898,-0.224181400531743,-0.237402954192556,1,1,7,3
-0.0354433372289105,-0.624811711742519,-0.24151206480613,1.28265603335664,0.0282034010791898,-0.224181400531743,-0.237402954192556,1,2,7,3
-0.139964036214025,-0.624811711742519,-0.24151206480613,1.01359303897379,-0.148879485562644,-0.224181400531743,-0.237402954192556,1,1,29,3
-0.11125963372621,-0.624811711742519,-0.24151206480613,-0.00244903771670394,-0.148879485562644,-0.224181400531743,-0.237402954192556,1,1,27,2
-0.11125963372621,-0.624811711742519,-0.24151206480613,-1.75135850120525,-0.739155774368758,-0.120030875541534,-0.134492167953976,2,13,19,1
-0.127128160900063,-0.624811711742519,-0.24151206480613,0.198877818220116,0.323341545482247,-0.224181400531743,-0.237402954192556,1,5,25,3
-0.00677301732658689,-0.624811711742519,-0.000460626020408604,1.15282843466841,0.0872310299598012,0.00131442727351636,0.00127493077969798,1,8,31,3
3.52968576783015,-0.624811711742519,-0.24151206480613,0.436895082481871,0.323341545482247,-0.328331925521952,-0.340313740431136,5,88,2,3
-0.0702659385270887,-0.624811711742519,-0.24151206480613,1.14906531586586,0.0872310299598012,-0.224181400531743,-0.237402954192556,1,2,31,3
-0.00677301732658689,0.649274160489372,-0.000460626020408604,1.5733569608542,0.44139680324347,0.00131442727351636,0.00127493077969798,10,24,28,2
-0.128997120767206,-0.624811711742519,-0.24151206480613,1.03711253148977,-0.148879485562644,-0.015880350551325,-0.0315813817153958,3,14,29,2
-0.00677301732658689,0.649274160489372,-0.000460626020408604,-0.316669457730246,-0.089851856682033,-0.224181400531743,-0.237402954192556,12,73,24,2
-0.127128160900063,-0.624811711742519,-0.24151206480613,0.631636480514216,0.146258658840413,-0.224181400531743,-0.237402954192556,1,1,2,3
-0.128891330586047,-0.624811711742519,-0.24151206480613,0.564841121768822,0.323341545482247,-0.328331925521952,-0.340313740431136,5,88,2,1
-0.128891330586047,-0.624811711742519,-0.24151206480613,0.680557024947462,0.146258658840413,-0.328331925521952,-0.340313740431136,5,88,33,1
-0.117430727627153,-0.624811711742519,-0.24151206480613,-0.0156199535256548,-0.089851856682033,-0.120030875541534,-0.134492167953976,2,10,20,3
-0.138588763858957,-0.624811711742519,-0.24151206480613,-0.676047303374476,0.559452061004692,-0.120030875541534,-0.134492167953976,2,10,30,3
-0.0848120884364543,-0.624811711742519,-0.24151206480613,0.0257743533024765,-0.148879485562644,-0.224181400531743,-0.237402954192556,1,1,27,3
-0.142996688073917,-0.624811711742519,-0.24151206480613,0.558255663864347,0.146258658840413,-0.120030875541534,-0.134492167953976,2,10,35,2
-0.128891330586047,-0.624811711742519,-0.24151206480613,-0.880196498413215,0.205286287721024,-0.120030875541534,-0.134492167953976,2,11,3,2
-0.133299254801006,-0.624811711742519,-0.24151206480613,-1.3270668562169,-0.621100516607536,-0.120030875541534,-0.134492167953976,2,11,15,3
-0.121785756751533,-0.624811711742519,-0.24151206480613,-1.06929321824172,-0.38499000108509,-0.120030875541534,-0.134492167953976,2,10,14,3
-0.00677301732658689,-0.624811711742519,-0.000460626020408604,1.10484866993581,0.0872310299598012,0.00131442727351636,0.00127493077969798,1,8,31,3
-0.0848120884364543,-0.624811711742519,-0.24151206480613,0.776516554412676,0.382369174362858,-0.120030875541534,-0.134492167953976,2,11,33,3
-0.137707179015966,-0.624811711742519,-0.24151206480613,-1.73536524629438,-0.444017629965701,-0.015880350551325,-0.0315813817153958,3,14,19,1
-0.128908962282907,-0.624811711742519,-0.24151206480613,-0.927235483445182,-0.325962372204479,-0.120030875541534,-0.134492167953976,2,11,3,3
-0.141233518387933,-0.624811711742519,-0.24151206480613,0.751115502495413,0.382369174362858,-0.224181400531743,-0.237402954192556,1,5,33,3
-0.141233518387933,-0.624811711742519,-0.24151206480613,1.39272725833145,-0.0308242278014216,-0.120030875541534,-0.134492167953976,2,12,18,3
-0.13285846237951,-0.624811711742519,-0.24151206480613,1.28171525365601,0.0282034010791898,-0.224181400531743,-0.237402954192556,1,2,7,1
-0.12536499121408,-0.624811711742519,-0.24151206480613,-1.24898214106384,-0.38499000108509,-0.120030875541534,-0.134492167953976,2,10,11,2
-0.143578534070291,-0.624811711742519,-0.24151206480613,-1.05800386183405,-0.38499000108509,-0.224181400531743,-0.237402954192556,1,9,14,3
-0.00677301732658689,0.649274160489372,-0.000460626020408604,-0.323254915634721,-0.089851856682033,-0.224181400531743,-0.237402954192556,12,73,24,1
-0.00677301732658689,0.649274160489372,-0.000460626020408604,-0.962044332368838,-0.0308242278014216,0.00131442727351636,0.00127493077969798,10,24,18,3
-0.118224153985846,0.649274160489372,-0.24151206480613,-0.0287908693346057,-0.148879485562644,0.0882701744388841,0.0713294045231841,7,17,29,2
0.0265673406271366,-0.624811711742519,-0.24151206480613,1.5470151292363,0.44139680324347,-0.224181400531743,-0.237402954192556,1,2,28,2
-0.128891330586047,-0.624811711742519,-0.24151206480613,-0.715560050801329,0.559452061004692,-0.120030875541534,-0.134492167953976,2,10,30,3
0.0204844052104928,0.649274160489372,5.84860372507612,0.78498357171843,0.382369174362858,4.8791943239885,5.31977950269076,7,20,33,2
0.0457682585074992,0.649274160489372,-0.24151206480613,-1.37975051945271,-0.38499000108509,6.0248500988808,5.93724422012224,8,22,23,2
-0.141233518387933,-0.624811711742519,-0.24151206480613,-0.0711259558633763,-0.148879485562644,-0.224181400531743,-0.237402954192556,1,5,27,3
-0.00677301732658689,0.649274160489372,-0.000460626020408604,-1.32236295771371,-0.680128145488147,0.00131442727351636,0.00127493077969798,15,75,15,1
-0.137001911141572,-0.624811711742519,-0.24151206480613,-0.0767706340672124,-0.148879485562644,-0.120030875541534,-0.134492167953976,2,12,29,3
-0.124747881823985,0.649274160489372,-0.24151206480613,0.549788646558593,0.146258658840413,0.192420699429093,0.174240190761764,7,16,35,3
-0.137707179015966,-0.624811711742519,-0.24151206480613,-1.20382471543315,-0.207907114443256,-0.015880350551325,-0.0315813817153958,3,14,11,3
-0.00677301732658689,0.649274160489372,-0.000460626020408604,-0.316669457730246,-0.089851856682033,-0.224181400531743,-0.237402954192556,12,73,24,2
-0.00677301732658689,0.649274160489372,-0.000460626020408604,-0.907479109731756,0.264313916601635,0.00131442727351636,0.00127493077969798,10,24,3,2
-0.105970124668259,-0.624811711742519,-0.24151206480613,0.921396628311135,0.677507318765915,-0.120030875541534,-0.134492167953976,2,10,2,3
-0.00677301732658689,0.649274160489372,-0.000460626020408604,-0.322314135934082,-0.089851856682033,-0.224181400531743,-0.237402954192556,12,73,24,2
-0.0983179682310895,0.649274160489372,-0.24151206480613,1.42565454785383,-0.0308242278014216,0.400721749409511,0.380061763238924,7,15,28,2
-0.122543919716506,-0.624811711742519,-0.24151206480613,-0.0278500896339663,-0.148879485562644,-0.120030875541534,-0.134492167953976,2,10,29,3
-0.128891330586047,-0.624811711742519,-0.24151206480613,1.0521650067,-0.148879485562644,-0.224181400531743,-0.237402954192556,1,1,29,3
-0.00677301732658689,-0.624811711742519,-0.000460626020408604,-0.798348664457592,0.559452061004692,-0.224181400531743,-0.237402954192556,4,72,30,3
-0.128891330586047,-0.624811711742519,-0.24151206480613,0.69749105955897,0.146258658840413,-0.015880350551325,-0.0315813817153958,3,14,33,1
-0.112582010990698,-0.624811711742519,-0.24151206480613,-1.01566877530528,0.264313916601635,-0.015880350551325,-0.0315813817153958,3,14,17,3
-0.139470348701949,-0.624811711742519,-0.24151206480613,0.429368844876756,0.323341545482247,-0.120030875541534,-0.134492167953976,2,12,2,3
-0.135503216908486,-0.624811711742519,-0.24151206480613,-0.173670943233065,-0.089851856682033,-0.120030875541534,-0.134492167953976,2,12,20,2
-0.00677301732658689,-0.624811711742519,-0.000460626020408604,1.15282843466841,0.0872310299598012,0.00131442727351636,0.00127493077969798,1,8,31,2
5.11653848521549,-0.624811711742519,-0.24151206480613,-1.55003164526843,-0.444017629965701,-0.328331925521952,-0.340313740431136,5,88,21,3
-0.128891330586047,-0.624811711742519,-0.24151206480613,0.243094464150166,0.323341545482247,-0.120030875541534,-0.134492167953976,2,10,5,2
-0.139911141123445,-0.624811711742519,-0.24151206480613,-1.87648220139028,-0.562072887726924,-0.120030875541534,-0.134492167953976,2,12,22,1
